"","X","Decibel Level","Neighborhood","Type","Municipality"
"153",153,65.1623329221629,"Allapattah","Suburban","Miami"
"154",154,63.8274731594104,"Allapattah","Suburban","Miami"
"155",155,62.713361024449,"Allapattah","Suburban","Miami"
"156",156,63.7340819398753,"Allapattah","Suburban","Miami"
"157",157,63.9670492794858,"Allapattah","Suburban","Miami"
"158",158,63.3139111497765,"Allapattah","Suburban","Miami"
"159",159,63.0492141425824,"Allapattah","Suburban","Miami"
"160",160,64.0561924158935,"Allapattah","Suburban","Miami"
"161",161,62.63181897285,"Allapattah","Suburban","Miami"
"162",162,64.7229606313531,"Allapattah","Suburban","Miami"
"163",163,62.9475285414847,"Allapattah","Suburban","Miami"
"164",164,62.8388728825343,"Allapattah","Suburban","Miami"
"165",165,61.9335672998478,"Allapattah","Suburban","Miami"
"166",166,62.9204683346423,"Allapattah","Suburban","Miami"
"167",167,63.6801506407716,"Allapattah","Suburban","Miami"
"168",168,63.4119658095205,"Allapattah","Suburban","Miami"
"169",169,63.8417563621913,"Allapattah","Suburban","Miami"
"170",170,64.7456883500757,"Allapattah","Suburban","Miami"
"171",171,61.9140299485106,"Allapattah","Suburban","Miami"
"172",172,63.2584373566594,"Allapattah","Suburban","Miami"
"173",173,63.3471807436102,"Allapattah","Suburban","Miami"
"174",174,62.5403745851244,"Allapattah","Suburban","Miami"
"175",175,61.7702437998562,"Allapattah","Suburban","Miami"
"176",176,61.8889835643924,"Allapattah","Suburban","Miami"
"177",177,63.801668797666,"Allapattah","Suburban","Miami"
"178",178,63.3027023035054,"Allapattah","Suburban","Miami"
"179",179,62.9607895190003,"Allapattah","Suburban","Miami"
"180",180,61.87867242217,"Allapattah","Suburban","Miami"
"181",181,63.0480787121811,"Allapattah","Suburban","Miami"
"182",182,62.9474473785588,"Allapattah","Suburban","Miami"
"183",183,63.4846592981176,"Allapattah","Suburban","Miami"
"184",184,62.2202016747833,"Allapattah","Suburban","Miami"
"185",185,62.8204832551046,"Allapattah","Suburban","Miami"
"186",186,62.3445331740241,"Allapattah","Suburban","Miami"
"187",187,61.0004634291988,"Allapattah","Suburban","Miami"
"188",188,62.9117002700388,"Allapattah","Suburban","Miami"
"189",189,65.2720872820807,"Allapattah","Suburban","Miami"
"190",190,63.1498708028697,"Allapattah","Suburban","Miami"
"191",191,62.0500641743655,"Allapattah","Suburban","Miami"
"192",192,62.1959565720723,"Allapattah","Suburban","Miami"
"193",193,63.5786912014446,"Allapattah","Suburban","Miami"
"194",194,62.4647520130155,"Allapattah","Suburban","Miami"
"195",195,63.3594945692595,"Allapattah","Suburban","Miami"
"196",196,64.4120466236005,"Allapattah","Suburban","Miami"
"197",197,64.2811474024654,"Allapattah","Suburban","Miami"
"198",198,63.9879124644047,"Allapattah","Suburban","Miami"
"199",199,63.1614865406337,"Allapattah","Suburban","Miami"
"200",200,61.7434759506408,"Allapattah","Suburban","Miami"
"201",201,70.3699596361357,"Allapattah","Suburban","Miami"
"202",202,68.8196273202925,"Allapattah","Suburban","Miami"
"203",203,71.1253786549693,"Allapattah","Suburban","Miami"
"204",204,69.5232765935513,"Allapattah","Suburban","Miami"
"205",205,69.9657928061851,"Allapattah","Suburban","Miami"
"206",206,71.4894521593751,"Allapattah","Suburban","Miami"
"207",207,68.4988504801779,"Allapattah","Suburban","Miami"
"208",208,69.73129690219,"Allapattah","Suburban","Miami"
"209",209,70.0427046780229,"Allapattah","Suburban","Miami"
"210",210,69.0673412204276,"Allapattah","Suburban","Miami"
"211",211,71.0407913464018,"Allapattah","Suburban","Miami"
"212",212,70.3159467605265,"Allapattah","Suburban","Miami"
"213",213,69.979691481562,"Allapattah","Suburban","Miami"
"214",214,69.6501975677459,"Allapattah","Suburban","Miami"
"215",215,68.3100589789066,"Allapattah","Suburban","Miami"
"216",216,69.0266128026614,"Allapattah","Suburban","Miami"
"217",217,69.4877052458693,"Allapattah","Suburban","Miami"
"218",218,71.1193330095253,"Allapattah","Suburban","Miami"
"219",219,69.8377453971498,"Allapattah","Suburban","Miami"
"220",220,70.146229141495,"Allapattah","Suburban","Miami"
"221",221,71.795156699,"Allapattah","Suburban","Miami"
"222",222,71.0503001974223,"Allapattah","Suburban","Miami"
"223",223,69.4966332067909,"Allapattah","Suburban","Miami"
"224",224,69.8281080777604,"Allapattah","Suburban","Miami"
"225",225,68.7532421470322,"Allapattah","Suburban","Miami"
"226",226,69.9289920120235,"Allapattah","Suburban","Miami"
"227",227,72.2185313387635,"Allapattah","Suburban","Miami"
"228",228,69.7062496049644,"Allapattah","Suburban","Miami"
"229",229,72.176592588138,"Allapattah","Suburban","Miami"
"230",230,70.6306824988462,"Allapattah","Suburban","Miami"
"231",231,69.3381560037771,"Allapattah","Suburban","Miami"
"232",232,71.1160647398222,"Allapattah","Suburban","Miami"
"233",233,68.5004515496363,"Allapattah","Suburban","Miami"
"234",234,70.0150485668087,"Allapattah","Suburban","Miami"
"235",235,71.1291913902007,"Allapattah","Suburban","Miami"
"236",236,69.682909936458,"Allapattah","Suburban","Miami"
"237",237,71.1294616981343,"Allapattah","Suburban","Miami"
"238",238,70.3111288242905,"Allapattah","Suburban","Miami"
"239",239,69.7106574942347,"Allapattah","Suburban","Miami"
"240",240,71.0091648260976,"Allapattah","Suburban","Miami"
"241",241,71.7346659429613,"Allapattah","Suburban","Miami"
"242",242,68.7929197200926,"Allapattah","Suburban","Miami"
"243",243,70.0442848323319,"Allapattah","Suburban","Miami"
"244",244,70.1916815153458,"Allapattah","Suburban","Miami"
"245",245,67.4142690468895,"Allapattah","Suburban","Miami"
"246",246,69.8006554547423,"Allapattah","Suburban","Miami"
"247",247,69.5555341391998,"Allapattah","Suburban","Miami"
"248",248,69.4316613333063,"Allapattah","Suburban","Miami"
"249",249,67.0996585738772,"Allapattah","Suburban","Miami"
"250",250,70.2352241483971,"Allapattah","Suburban","Miami"
"251",251,70.8458876032036,"Allapattah","Suburban","Miami"
"252",252,69.5526980545246,"Allapattah","Suburban","Miami"
"253",253,71.4515045873007,"Allapattah","Suburban","Miami"
"254",254,70.5060407834409,"Allapattah","Suburban","Miami"
"255",255,71.8556278588382,"Allapattah","Suburban","Miami"
"256",256,69.3506502332194,"Allapattah","Suburban","Miami"
"257",257,70.0033559625141,"Allapattah","Suburban","Miami"
"258",258,69.0389466762028,"Allapattah","Suburban","Miami"
"259",259,71.1868168272452,"Allapattah","Suburban","Miami"
"260",260,70.1733014677612,"Allapattah","Suburban","Miami"
"261",261,71.8306567764429,"Allapattah","Suburban","Miami"
"262",262,68.1529626204116,"Allapattah","Suburban","Miami"
"263",263,69.6425711482943,"Allapattah","Suburban","Miami"
"264",264,70.5687950529862,"Allapattah","Suburban","Miami"
"265",265,70.9711282098208,"Allapattah","Suburban","Miami"
"266",266,70.2775597486263,"Allapattah","Suburban","Miami"
"267",267,69.6802583809012,"Allapattah","Suburban","Miami"
"268",268,69.2478429806248,"Allapattah","Suburban","Miami"
"269",269,68.6178483188118,"Allapattah","Suburban","Miami"
"270",270,71.2812491808551,"Allapattah","Suburban","Miami"
"271",271,70.6776868253069,"Allapattah","Suburban","Miami"
"272",272,71.5008050213686,"Allapattah","Suburban","Miami"
"273",273,69.4381694555144,"Allapattah","Suburban","Miami"
"274",274,70.1995431390152,"Allapattah","Suburban","Miami"
"275",275,69.9400493691937,"Allapattah","Suburban","Miami"
"276",276,70.182881268565,"Allapattah","Suburban","Miami"
"277",277,68.7732771342418,"Allapattah","Suburban","Miami"
"278",278,71.2557326483566,"Allapattah","Suburban","Miami"
"279",279,70.457836778963,"Allapattah","Suburban","Miami"
"280",280,69.5133611932715,"Allapattah","Suburban","Miami"
"281",281,69.3220252858488,"Allapattah","Suburban","Miami"
"282",282,69.5241769761365,"Allapattah","Suburban","Miami"
"283",283,70.4885707449026,"Allapattah","Suburban","Miami"
"284",284,71.373037766836,"Allapattah","Suburban","Miami"
"285",285,71.070547403128,"Allapattah","Suburban","Miami"
"286",286,70.1710924002347,"Allapattah","Suburban","Miami"
"287",287,70.4866030651859,"Allapattah","Suburban","Miami"
"288",288,69.689536210878,"Allapattah","Suburban","Miami"
"289",289,71.6182093251159,"Allapattah","Suburban","Miami"
"290",290,70.5333040167389,"Allapattah","Suburban","Miami"
"291",291,69.6631299660899,"Allapattah","Suburban","Miami"
"292",292,69.3491420527987,"Allapattah","Suburban","Miami"
"293",293,68.3048914565511,"Allapattah","Suburban","Miami"
"294",294,70.0458904802163,"Allapattah","Suburban","Miami"
"295",295,69.3622145826122,"Allapattah","Suburban","Miami"
"296",296,69.0353753289431,"Allapattah","Suburban","Miami"
"297",297,71.7556532201648,"Allapattah","Suburban","Miami"
"298",298,68.4730677625637,"Allapattah","Suburban","Miami"
"299",299,69.8186467282881,"Allapattah","Suburban","Miami"
"300",300,72.6931646557542,"Allapattah","Suburban","Miami"
"301",301,70.9353273157079,"Allapattah","Suburban","Miami"
"302",302,70.0033542925418,"Allapattah","Suburban","Miami"
"303",303,71.2459396688488,"Allapattah","Suburban","Miami"
"304",304,71.7032765429176,"Allapattah","Suburban","Miami"
"305",305,70.258534938283,"Allapattah","Suburban","Miami"
"306",306,70.4971158029433,"Allapattah","Suburban","Miami"
"307",307,71.7009915055413,"Allapattah","Suburban","Miami"
"308",308,70.9284706014415,"Allapattah","Suburban","Miami"
"309",309,68.8761162831239,"Allapattah","Suburban","Miami"
"310",310,70.7051409579021,"Allapattah","Suburban","Miami"
"311",311,69.9388850813524,"Allapattah","Suburban","Miami"
"312",312,68.9899100224078,"Allapattah","Suburban","Miami"
"313",313,70.5032554560585,"Allapattah","Suburban","Miami"
"314",314,69.2080990864621,"Allapattah","Suburban","Miami"
"315",315,70.4522958030985,"Allapattah","Suburban","Miami"
"316",316,70.6025726711164,"Allapattah","Suburban","Miami"
"317",317,70.2554924697513,"Allapattah","Suburban","Miami"
"318",318,69.6345540168704,"Allapattah","Suburban","Miami"
"319",319,69.2490818950123,"Allapattah","Suburban","Miami"
"320",320,69.4935146175815,"Allapattah","Suburban","Miami"
"321",1,61.1699054714312,"Brickell","Urban","Miami"
"322",2,66.0630017885736,"Brickell","Urban","Miami"
"323",3,63.5454289802373,"Brickell","Urban","Miami"
"324",4,64.3910282382573,"Brickell","Urban","Miami"
"325",5,61.7243182352793,"Brickell","Urban","Miami"
"326",6,67.0486358640545,"Brickell","Urban","Miami"
"327",7,59.5840658519738,"Brickell","Urban","Miami"
"328",8,61.8070835854906,"Brickell","Urban","Miami"
"329",9,62.7784205381009,"Brickell","Urban","Miami"
"330",10,61.0953153463936,"Brickell","Urban","Miami"
"331",11,63.0674040871642,"Brickell","Urban","Miami"
"332",12,61.1007533712464,"Brickell","Urban","Miami"
"333",13,61.349746606755,"Brickell","Urban","Miami"
"334",14,63.8975134269333,"Brickell","Urban","Miami"
"335",15,63.58049632216,"Brickell","Urban","Miami"
"336",16,59.8491002360263,"Brickell","Urban","Miami"
"337",17,62.2181624153199,"Brickell","Urban","Miami"
"338",18,65.7781963093346,"Brickell","Urban","Miami"
"339",19,60.7112068030102,"Brickell","Urban","Miami"
"340",20,62.2105939457992,"Brickell","Urban","Miami"
"341",21,63.4589741100905,"Brickell","Urban","Miami"
"342",22,65.0729554459843,"Brickell","Urban","Miami"
"343",23,63.6744134370939,"Brickell","Urban","Miami"
"344",24,64.8207669709466,"Brickell","Urban","Miami"
"345",25,63.3271205105654,"Brickell","Urban","Miami"
"346",26,63.7256092039421,"Brickell","Urban","Miami"
"347",27,65.4066239506378,"Brickell","Urban","Miami"
"348",28,62.7019196267014,"Brickell","Urban","Miami"
"349",29,63.8214623770882,"Brickell","Urban","Miami"
"350",30,62.5031360163729,"Brickell","Urban","Miami"
"351",31,64.7735308315461,"Brickell","Urban","Miami"
"352",32,64.2632024927627,"Brickell","Urban","Miami"
"353",33,63.3205360184306,"Brickell","Urban","Miami"
"354",34,65.1144615073286,"Brickell","Urban","Miami"
"355",35,64.0596749541321,"Brickell","Urban","Miami"
"356",36,58.7279591565872,"Brickell","Urban","Miami"
"357",37,61.2245567518897,"Brickell","Urban","Miami"
"358",38,63.4719939667714,"Brickell","Urban","Miami"
"359",39,62.8487385553737,"Brickell","Urban","Miami"
"360",40,62.2278060660485,"Brickell","Urban","Miami"
"361",41,62.4079312823367,"Brickell","Urban","Miami"
"362",42,62.0122472873225,"Brickell","Urban","Miami"
"363",43,60.1557879688105,"Brickell","Urban","Miami"
"364",44,65.5665643423581,"Brickell","Urban","Miami"
"365",45,59.4318953717099,"Brickell","Urban","Miami"
"366",46,60.7386215989274,"Brickell","Urban","Miami"
"367",47,59.091766567778,"Brickell","Urban","Miami"
"368",48,63.599520108615,"Brickell","Urban","Miami"
"369",49,63.9396899452646,"Brickell","Urban","Miami"
"370",50,63.4861333842642,"Brickell","Urban","Miami"
"371",51,62.880920722747,"Brickell","Urban","Miami"
"372",52,59.7668001630143,"Brickell","Urban","Miami"
"373",53,65.9458651633233,"Brickell","Urban","Miami"
"374",54,63.9412524359646,"Brickell","Urban","Miami"
"375",55,62.1919515428916,"Brickell","Urban","Miami"
"376",56,62.458670746897,"Brickell","Urban","Miami"
"377",57,62.1199927966876,"Brickell","Urban","Miami"
"378",58,63.9476309108567,"Brickell","Urban","Miami"
"379",59,61.0556384675452,"Brickell","Urban","Miami"
"380",60,61.8142816285181,"Brickell","Urban","Miami"
"381",61,67.1219499955385,"Brickell","Urban","Miami"
"382",62,58.4186113641166,"Brickell","Urban","Miami"
"383",63,64.2697482614838,"Brickell","Urban","Miami"
"384",64,63.3334467865705,"Brickell","Urban","Miami"
"385",65,62.4677894355751,"Brickell","Urban","Miami"
"386",66,62.1503425935473,"Brickell","Urban","Miami"
"387",67,63.8709881178002,"Brickell","Urban","Miami"
"388",68,64.4080600893452,"Brickell","Urban","Miami"
"389",69,60.5657319840547,"Brickell","Urban","Miami"
"390",70,63.7233816163575,"Brickell","Urban","Miami"
"391",71,64.7815614700091,"Brickell","Urban","Miami"
"392",72,65.2921750169118,"Brickell","Urban","Miami"
"393",73,64.4186983629374,"Brickell","Urban","Miami"
"394",74,63.6944098069132,"Brickell","Urban","Miami"
"395",75,60.2679283814874,"Brickell","Urban","Miami"
"396",76,63.6197678671281,"Brickell","Urban","Miami"
"397",77,63.6066611697974,"Brickell","Urban","Miami"
"398",78,62.0258036170771,"Brickell","Urban","Miami"
"399",79,61.1710492223658,"Brickell","Urban","Miami"
"400",80,62.9745654326095,"Brickell","Urban","Miami"
"401",81,61.2821640555702,"Brickell","Urban","Miami"
"402",82,64.181279644028,"Brickell","Urban","Miami"
"403",83,63.8848289131295,"Brickell","Urban","Miami"
"404",84,59.9989797468382,"Brickell","Urban","Miami"
"405",85,62.8233925771668,"Brickell","Urban","Miami"
"406",86,59.6126081528313,"Brickell","Urban","Miami"
"407",87,64.7159517708195,"Brickell","Urban","Miami"
"408",88,63.2884801524903,"Brickell","Urban","Miami"
"409",89,62.6480448011157,"Brickell","Urban","Miami"
"410",90,60.720564043802,"Brickell","Urban","Miami"
"411",91,62.7608302651157,"Brickell","Urban","Miami"
"412",92,60.6464536649545,"Brickell","Urban","Miami"
"413",93,67.3348540440013,"Brickell","Urban","Miami"
"414",94,61.5813416495974,"Brickell","Urban","Miami"
"415",95,64.6890029828621,"Brickell","Urban","Miami"
"416",96,64.4895213970614,"Brickell","Urban","Miami"
"417",97,62.7365709079036,"Brickell","Urban","Miami"
"418",98,65.0650215514914,"Brickell","Urban","Miami"
"419",99,64.394748228911,"Brickell","Urban","Miami"
"420",100,61.7304902582376,"Brickell","Urban","Miami"
"421",101,62.4093667817488,"Brickell","Urban","Miami"
"422",102,62.8047377573322,"Brickell","Urban","Miami"
"423",103,61.6394337897125,"Brickell","Urban","Miami"
"424",104,63.8072160416036,"Brickell","Urban","Miami"
"425",105,63.6013343014373,"Brickell","Urban","Miami"
"426",106,59.8590326675176,"Brickell","Urban","Miami"
"427",107,63.2564889149735,"Brickell","Urban","Miami"
"428",108,63.3382277069277,"Brickell","Urban","Miami"
"429",109,64.2552699935362,"Brickell","Urban","Miami"
"430",110,64.8008497595008,"Brickell","Urban","Miami"
"431",111,66.9762997196426,"Brickell","Urban","Miami"
"432",112,68.0168673762995,"Brickell","Urban","Miami"
"433",113,62.0225095167069,"Brickell","Urban","Miami"
"434",114,62.860887024512,"Brickell","Urban","Miami"
"435",115,64.9807643012884,"Brickell","Urban","Miami"
"436",116,63.8890665720203,"Brickell","Urban","Miami"
"437",117,64.6860824035992,"Brickell","Urban","Miami"
"438",118,64.4643014598017,"Brickell","Urban","Miami"
"439",119,61.9909000721343,"Brickell","Urban","Miami"
"440",120,63.0084699509833,"Brickell","Urban","Miami"
"441",121,63.6576879172426,"Brickell","Urban","Miami"
"442",122,59.8142080469734,"Brickell","Urban","Miami"
"443",123,60.4412610614044,"Brickell","Urban","Miami"
"444",124,62.1890835897509,"Brickell","Urban","Miami"
"445",125,61.364437547747,"Brickell","Urban","Miami"
"446",126,62.3839510011641,"Brickell","Urban","Miami"
"447",127,65.3114466228809,"Brickell","Urban","Miami"
"448",128,65.3217399877602,"Brickell","Urban","Miami"
"449",129,60.1792890104945,"Brickell","Urban","Miami"
"450",130,64.3401040238763,"Brickell","Urban","Miami"
"451",131,64.6708431467091,"Brickell","Urban","Miami"
"452",132,63.5740458734851,"Brickell","Urban","Miami"
"453",133,64.2220820708929,"Brickell","Urban","Miami"
"454",134,64.3851569351139,"Brickell","Urban","Miami"
"455",135,63.5527432577939,"Brickell","Urban","Miami"
"456",136,62.274514559152,"Brickell","Urban","Miami"
"457",137,64.5193956172397,"Brickell","Urban","Miami"
"458",138,62.5311568709762,"Brickell","Urban","Miami"
"459",139,65.3389491747453,"Brickell","Urban","Miami"
"460",140,64.7617513540162,"Brickell","Urban","Miami"
"461",141,53.8203205150844,"Brickell","Urban","Miami"
"462",142,53.4940530820386,"Brickell","Urban","Miami"
"463",143,54.0609951258481,"Brickell","Urban","Miami"
"464",144,54.5983173987226,"Brickell","Urban","Miami"
"465",145,54.6759015842438,"Brickell","Urban","Miami"
"466",146,54.0408472097462,"Brickell","Urban","Miami"
"467",147,53.2737608983292,"Brickell","Urban","Miami"
"468",148,56.3008120139693,"Brickell","Urban","Miami"
"469",149,54.294384819523,"Brickell","Urban","Miami"
"470",150,56.4194877466119,"Brickell","Urban","Miami"
"471",151,53.9468484531434,"Brickell","Urban","Miami"
"472",152,54.5378735483244,"Brickell","Urban","Miami"
"473",153,54.4885864439834,"Brickell","Urban","Miami"
"474",154,55.0309381162386,"Brickell","Urban","Miami"
"475",155,53.8511286358299,"Brickell","Urban","Miami"
"476",156,56.0611915311535,"Brickell","Urban","Miami"
